walker	beta0	tau_sq_0	ell0	beta1	tau_sq_1	ell1	beta2	tau_sq_2	ell2	beta3	tau_sq_3	ell3	beta4	tau_sq_4	ell4	beta5	tau_sq_5	ell5	beta6	tau_sq_6	ell6	beta7	tau_sq_7	ell7	beta8	tau_sq_8	ell8	beta9	tau_sq_9	ell9	beta10	tau_sq_10	ell10	beta11	tau_sq_11	ell11	beta12	tau_sq_12	ell12	beta13	tau_sq_13	ell13	beta14	tau_sq_14	ell14	beta15	tau_sq_15	ell15	beta16	tau_sq_16	ell16	beta17	tau_sq_17	ell17	beta18	tau_sq_18	ell18	beta19	tau_sq_19	ell19	beta20	tau_sq_20	ell20	beta21	tau_sq_21	ell21	beta22	tau_sq_22	ell22	beta23	tau_sq_23	ell23	beta24	tau_sq_24	ell24	beta25	tau_sq_25	ell25	beta26	tau_sq_26	ell26	beta27	tau_sq_27	ell27	beta28	tau_sq_28	ell28	beta29	tau_sq_29	ell29	sigma_noise	sigma_gp	lambda	log_l	log_p

31	-2.176194971e+01	2.894722891e+00	7.881790094e+00	-4.700791560e+01	5.939489639e+00	7.363499562e+00	1.738645236e+01	4.283146664e+00	1.219106621e+01	2.301224728e+01	4.628303930e+00	8.877159202e+00	5.390954473e+01	3.140770018e+00	7.484984042e+00	1.053755226e+02	3.437136578e+00	7.126315821e+00	3.811266479e+01	3.998580589e+00	6.722052010e+00	4.400706704e+01	5.874192027e+00	1.153711698e+01	6.332030532e+01	5.699090431e+00	1.125544537e+01	1.244664174e+01	5.663083612e+00	9.589467458e+00	-5.585832530e+01	4.788640193e+00	8.286156850e+00	-1.201000705e+01	4.249351283e+00	1.011125983e+01	4.991141725e+00	4.994145260e+00	1.267702749e+01	-1.052831337e+02	3.681627871e+00	7.378900211e+00	9.613275852e+01	6.542758071e+00	6.151260018e+00	1.633664087e+01	4.703564494e+00	9.397231217e+00	6.317141495e+01	6.424314408e+00	7.397564933e+00	9.872606565e+01	8.363221417e+00	6.222643923e+00	1.271138236e+01	3.629425806e+00	7.798568505e+00	1.250312239e+01	3.716506471e+00	1.216971963e+01	-3.308360140e+01	4.049414564e+00	6.958801263e+00	5.919784551e+01	7.539031588e+00	8.478138270e+00	-1.912118367e+01	3.916700219e+00	7.226007316e+00	-8.892885370e+01	4.991511450e+00	6.518207842e+00	1.075620709e+02	8.190231576e+00	8.163749694e+00	-5.086425557e+01	4.856811161e+00	8.146256795e+00	-3.898376218e+01	3.076522843e+00	7.737318064e+00	1.000612444e+02	4.460324649e+00	9.211688892e+00	-9.309134454e+01	4.492703422e+00	1.110422538e+01	-6.028668317e+01	5.518735828e+00	1.174078304e+01	7.885749191e+00	6.595256592e+00	1.326887174e+00	-4.024245846e+04	-5.121242914e+02

32	-2.816192927e+01	3.519850923e+00	7.543900899e+00	-1.297244021e+01	5.863645975e+00	1.046929808e+01	6.810123257e+01	4.184262919e+00	1.240375812e+01	-7.683819596e+01	3.170382100e+00	7.990282018e+00	-3.954309853e+01	3.831648161e+00	7.168336807e+00	4.169339157e+01	4.259092269e+00	1.029809162e+01	6.291021377e+01	4.013623349e+00	6.814723795e+00	5.835591782e+01	5.962105112e+00	1.124464962e+01	1.569425432e+01	7.446862771e+00	8.875155329e+00	6.344247074e+00	4.437320744e+00	6.151382854e+00	-7.681401528e+00	3.738790259e+00	7.285957862e+00	6.391332819e+00	3.891368985e+00	1.044522412e+01	-6.439033001e+00	5.046779381e+00	8.411740191e+00	-3.209775148e+01	3.712856034e+00	8.542965131e+00	-2.632291535e+01	6.136974653e+00	7.305417311e+00	-4.205736638e+01	7.866794030e+00	7.435431064e+00	2.013986323e+01	5.603123291e+00	8.833390255e+00	-1.016939094e+01	4.591010817e+00	7.432922784e+00	2.452411926e+01	3.175525333e+00	1.112937112e+01	1.745572806e+00	4.708871683e+00	1.002702642e+01	-1.954768587e+01	3.594195586e+00	7.755154684e+00	1.897444774e+01	6.527459435e+00	8.336936286e+00	-3.249665313e+01	4.920763311e+00	8.334312181e+00	-8.570957039e+01	5.419916524e+00	6.283779456e+00	4.948445399e+01	8.224350799e+00	6.369683263e+00	1.589588896e+01	5.144309401e+00	1.174008881e+01	-3.985140103e+01	4.967952140e+00	8.732780626e+00	1.128025790e+02	5.360425233e+00	9.574267829e+00	-3.420958481e+01	5.007616952e+00	7.483488046e+00	-1.384007645e+01	5.701037628e+00	9.626187777e+00	6.384425549e+00	8.669904469e+00	9.436109945e-01	-2.074297995e+04	-5.123232798e+02

33	-7.876527129e+01	3.341185146e+00	8.015345157e+00	-4.111266612e+01	4.977618465e+00	1.023027437e+01	8.166498088e+01	4.716117148e+00	1.073866172e+01	-4.832557836e+01	2.809165830e+00	7.100359267e+00	-3.023768236e+01	2.723984971e+00	7.685599622e+00	7.696478825e+01	3.072181763e+00	8.941221508e+00	3.901914757e+01	3.949714294e+00	1.117286406e+01	1.130541710e+02	8.385637314e+00	1.137276462e+01	-5.476069151e-03	6.860517344e+00	7.130100724e+00	-3.211817850e+01	4.829184373e+00	5.722906930e+00	4.083371434e+01	3.734862261e+00	6.321392652e+00	8.611341464e+00	3.481288012e+00	9.191323724e+00	1.946612520e+01	4.419424283e+00	8.099608848e+00	2.491159445e+01	4.543176751e+00	7.931243336e+00	-1.775209178e-01	5.315024476e+00	6.951889363e+00	6.071700512e+00	4.967606257e+00	9.914985892e+00	-5.331376414e+00	5.365325171e+00	1.035240662e+01	4.319033860e+01	3.906990902e+00	8.089198183e+00	1.627470220e+01	3.000623945e+00	8.033069252e+00	1.014925654e+01	5.835844679e+00	1.307952736e+01	-5.257844306e+00	3.129082430e+00	7.975741438e+00	4.287617002e+01	6.841226354e+00	7.129431728e+00	-1.091370763e+01	4.140547954e+00	8.476020641e+00	-8.352779084e+01	4.532204250e+00	6.509206998e+00	6.649503614e+01	7.204100127e+00	6.868376073e+00	-3.356233763e+01	4.843758786e+00	1.101997497e+01	-7.384553062e+00	5.464510004e+00	1.088861372e+01	2.800337155e+01	6.765626648e+00	7.520781496e+00	-1.643527411e+01	5.155094307e+00	7.983596475e+00	-3.269824649e+01	7.223529963e+00	8.092620784e+00	6.524800713e+00	1.071933272e+01	1.049222500e+00	-2.236142429e+04	-5.111339262e+02

34	-2.380501133e+01	3.642429715e+00	1.008512415e+01	2.029386663e+01	3.665084621e+00	1.211719413e+01	1.055507315e+02	4.393999792e+00	1.328689664e+01	-6.401162929e+01	2.354232783e+00	8.794243294e+00	-6.504717803e+01	3.217734234e+00	7.883992533e+00	2.808204800e+01	4.086853910e+00	8.217494147e+00	8.224308238e+00	5.019607563e+00	9.338752170e+00	9.585522699e+01	4.992685584e+00	1.024179941e+01	1.648421705e+01	7.695090393e+00	8.415753733e+00	-7.192272463e+01	5.512230655e+00	7.745540296e+00	9.829498832e+00	3.485521012e+00	7.529322111e+00	2.739522184e+01	3.702191517e+00	1.004804727e+01	9.057355434e+00	4.626265859e+00	7.721557177e+00	2.679077742e+01	4.353323496e+00	8.451986492e+00	4.141252023e+01	5.437366181e+00	8.573780349e+00	-2.310294911e+01	4.315533289e+00	7.463786533e+00	-2.542580563e+01	6.438508539e+00	7.184042971e+00	6.794234553e+01	5.839811665e+00	6.975388267e+00	-4.715853521e+01	3.378960351e+00	6.993391458e+00	2.629761909e+00	4.596726543e+00	1.280884202e+01	-6.059772022e+00	3.806193883e+00	6.721063769e+00	7.091203392e+01	6.324446966e+00	8.712032627e+00	-5.438393783e+01	5.378888115e+00	7.881036685e+00	-5.175306875e+01	4.801253237e+00	4.863190593e+00	3.062933635e+01	8.457740561e+00	8.751736921e+00	3.619099805e+01	5.000928039e+00	8.984627112e+00	-2.391713883e+01	3.830843495e+00	1.067581934e+01	-3.992191433e+01	4.866663284e+00	1.079034773e+01	9.892952018e+01	5.685768531e+00	8.080997104e+00	4.703017752e+01	5.721774166e+00	8.338041179e+00	7.904702321e+00	7.181805531e+00	1.252297053e+00	-2.695459681e+04	-5.117765748e+02

35	-6.607568348e+01	3.082474563e+00	9.139928230e+00	-2.423238476e+01	4.481570387e+00	9.658766409e+00	4.609816681e+01	4.019675805e+00	1.254823321e+01	-8.256407073e+01	3.196799081e+00	8.076525762e+00	2.825384247e+01	3.218779250e+00	8.818669207e+00	6.300405574e+01	4.303262880e+00	7.177978782e+00	6.316880695e+00	3.583239338e+00	7.564282139e+00	8.349462125e+01	6.543794061e+00	1.008761533e+01	6.009346218e+01	5.487011393e+00	8.745229609e+00	-2.615607963e+01	5.087790337e+00	8.847476785e+00	-4.642751112e+00	3.984952893e+00	9.397319149e+00	-2.334416315e+01	4.175753084e+00	8.054283752e+00	-6.287346912e+01	4.579419511e+00	7.528746548e+00	4.873858418e+00	4.536589001e+00	7.243724861e+00	-1.209996079e+01	5.272849613e+00	7.005572347e+00	3.336380613e+01	5.510005242e+00	8.318087644e+00	-2.061970358e+01	5.953081635e+00	6.656864238e+00	-2.078604468e+01	4.080329863e+00	8.327072232e+00	3.487706339e+01	2.054768615e+00	9.371110303e+00	-2.900678419e+01	4.060524446e+00	1.141983745e+01	-7.676515904e+00	3.513368125e+00	7.875718062e+00	-1.542739479e+01	6.312815671e+00	7.815099121e+00	-5.767860302e+00	4.874742460e+00	1.007795881e+01	-8.534031054e+01	5.440609142e+00	5.327402135e+00	1.233189989e+02	6.605798492e+00	6.790331082e+00	4.251543929e+01	4.193559958e+00	9.697344090e+00	-1.046498926e+02	4.489777330e+00	8.819220000e+00	2.474819719e+01	4.016780370e+00	1.028640584e+01	-2.669857345e+01	6.302171099e+00	7.498375959e+00	-2.535387224e+01	5.975745410e+00	9.046113691e+00	8.008671261e+00	1.002968036e+01	1.043117126e+00	-2.102125586e+04	-5.102724745e+02

36	-7.469113468e+01	4.002347193e+00	7.582193723e+00	7.535817397e+01	1.101830028e+01	8.268277669e+00	3.506626000e+01	8.098544746e+00	1.173659709e+01	-1.403626679e+02	3.863165385e+00	1.524864747e+01	6.574763194e+01	2.088047468e+00	7.183697945e+00	2.066846145e+02	2.641095987e+00	3.584375248e+00	7.825131928e+01	4.724015787e+00	4.492771408e+00	1.645866410e+02	4.496588086e+00	1.123112117e+01	-1.343784817e+02	3.404904005e+00	6.765699657e+00	6.544844754e+01	8.546835949e+00	7.590865257e+00	-8.967307474e+01	1.696209318e+01	1.016043297e+01	-1.055313349e+02	2.821096443e+00	6.674174562e+00	-4.388849090e+01	3.627531961e+00	7.641433322e+00	-1.085021445e+01	3.692459163e+00	8.217140069e+00	-1.173522527e+02	4.864511628e+00	5.708928403e+00	3.197570388e+01	3.770894139e+00	5.833544837e+00	2.094411693e+01	6.692952448e+00	9.593908799e+00	-2.261124583e+01	5.499415760e+00	5.488760282e+00	1.283839684e+02	4.615480111e+00	1.687434109e+01	3.499594389e+01	9.927115427e+00	1.481622988e+01	-1.704040210e+02	2.806340490e+00	7.680171800e+00	4.322379067e+00	1.308235026e+01	4.648098125e+00	-1.319491543e+02	5.475407406e+00	7.141956573e+00	7.732468152e+01	6.424004107e+00	9.089291406e+00	1.087058023e+02	7.505961344e+00	6.275125318e+00	-1.673146201e+00	4.498522087e+00	1.142552241e+01	8.900060581e+01	3.167721662e+00	8.116720228e+00	-9.281424268e+01	9.313726403e+00	1.424143964e+01	-7.109369782e+01	5.218721388e+00	1.436757428e+01	1.147997964e+02	5.109970615e+00	1.481993342e+01	7.929173550e+00	6.577702244e+00	1.665643613e+00	-7.886054661e+04	-5.146773893e+02

37	-7.917132898e+01	8.194278353e+00	7.620752294e+00	4.508110629e+01	5.929079402e+00	8.771582515e+00	4.481036530e+01	4.638459576e+00	1.552287496e+01	1.846158339e+01	2.662542227e+00	1.140901714e+01	-2.578816496e+01	3.814338485e+00	7.963188636e+00	1.000238460e+02	3.531437913e+00	7.024032847e+00	-2.881141554e+00	5.099646275e+00	6.327662201e+00	2.105167604e+01	5.969596734e+00	1.295624092e+01	-9.311455252e+00	7.032553615e+00	1.277388440e+01	-1.078218554e+02	5.603664142e+00	7.385827192e+00	1.242338570e+01	3.078870142e+00	7.186471722e+00	-7.954638769e+00	6.346901235e+00	1.135350861e+01	-1.215966869e-01	4.472178490e+00	9.193940708e+00	4.487325736e+00	6.514217253e+00	9.677027451e+00	5.408670837e-01	6.316175257e+00	6.987053563e+00	-2.359063076e+01	5.401510293e+00	1.012913917e+01	-3.031284261e+01	8.055726448e+00	7.981649428e+00	5.835456813e+01	4.183199324e+00	6.640683601e+00	2.140299829e+01	4.907704086e+00	8.234060839e+00	1.246852877e+01	4.133107979e+00	9.504349134e+00	-1.895080969e+00	4.066808921e+00	6.961085114e+00	6.155525757e+01	6.252439626e+00	6.848022085e+00	-6.397064002e+01	4.868484760e+00	9.977332721e+00	-1.170906156e+02	5.632218321e+00	8.780881521e+00	1.148492226e+02	8.072214311e+00	7.531846625e+00	-2.745837330e+01	5.923847640e+00	1.092796005e+01	-3.249739553e+01	4.438522681e+00	8.662538913e+00	7.894033482e-01	6.344749419e+00	7.876249132e+00	1.785964441e+01	4.782142979e+00	7.352209904e+00	-5.674731651e+00	6.168161823e+00	9.417772542e+00	1.178688007e+01	7.300970339e+00	9.971196705e-01	-1.256448942e+04	-5.159050553e+02

38	1.800984795e+02	7.595587050e-01	1.108937308e+01	1.722367912e+02	1.374324912e+00	1.807628594e+00	8.436982370e+01	2.048485838e-01	3.617057740e+00	-2.798849998e+02	1.571971591e+00	2.372532717e+00	1.441733156e+02	6.921857450e-01	2.480102118e+00	-3.906909102e+01	3.086911940e+01	2.264412067e+01	-4.070040025e+02	1.145608013e+00	6.528820797e-01	7.066815265e+02	3.183160688e+01	2.536248357e+00	1.789112455e+02	2.661596728e-01	7.604817192e+00	3.669917041e+02	3.137555831e+00	1.891086685e+01	-4.096711381e+01	4.620119986e-02	1.151773885e+01	4.785976842e+02	3.342567700e-01	1.155678216e+00	-8.786753770e+01	5.925576555e+00	2.516185660e+00	6.696633479e+02	2.055615268e+01	3.557865426e+01	-2.477799546e+02	4.907609327e-02	1.717467804e+01	-3.566949651e+02	3.993421543e+00	7.750659957e-01	-8.688528303e+01	4.862664124e-01	1.250023174e-01	5.826722173e+02	1.835651847e-02	7.002615659e+00	2.502095334e+02	3.320835045e-02	5.399635914e+00	5.241511912e+02	5.242493228e+00	1.060163364e-01	-2.532292577e+02	1.100619405e+00	1.282529618e+01	4.590237726e+02	1.320904370e-01	6.988093793e+00	4.732353503e+02	2.759702653e+00	2.046620434e+01	3.139694764e+02	3.624267411e+00	2.348092043e-02	-1.780817245e+02	9.558856944e+00	4.764760557e+00	1.943291540e+02	6.450217352e-01	5.840284989e+00	-2.662369025e+02	2.601038488e+00	6.850749180e+00	4.213216640e+02	1.248900839e+01	8.659558804e+00	4.575727522e+02	5.982622340e-01	1.357580955e+01	3.050952333e+02	4.105066832e-01	5.669061172e+00	3.588207529e-01	2.931602487e+01	1.276607412e+00	2.758575884e+09	-4.407177332e+02

39	4.217646979e+02	2.418918196e+00	1.930954411e-01	-1.766226599e+01	2.164957721e-03	5.653593678e+00	1.763694066e+02	1.167979679e+00	3.589342713e+01	-1.768084780e+02	2.461281314e-03	1.844852422e+01	1.443282463e-01	2.870917478e+00	1.183323181e+01	-2.432425272e+02	9.126591825e+00	1.622866101e+00	5.913365461e+02	1.021573902e+01	2.580928301e+01	4.130623069e+02	5.316566730e+01	6.209089532e+00	-2.101560308e+01	5.826110536e+00	1.105797764e+00	-3.559968490e+02	2.472247340e-03	8.217598662e-01	-2.200835879e+02	2.522902443e+01	1.977877839e-02	-1.111293272e+02	1.133891216e+01	2.726866907e+01	3.840367489e+01	4.799574100e+00	2.577484317e+01	-2.783142325e+02	2.788295834e+00	1.211246765e+01	2.738805698e+02	1.813379048e+00	4.388258915e+00	1.942469054e+02	2.741057172e+00	1.000258199e+00	5.899813708e+01	1.448214527e+00	2.016017625e+01	2.799912936e+02	3.518554034e+00	1.279224837e+00	2.980503684e+02	5.420577455e-01	2.274321988e+00	-3.114915198e+02	3.423329121e+01	8.825573062e+00	-7.248521628e+01	1.831258877e-01	1.715954868e+00	-1.228197829e+02	1.101281041e-02	4.716273138e+00	-1.861606777e+02	1.768545346e+01	2.965359585e+01	2.008666194e+02	2.701943976e-01	4.109494071e+00	-5.560973651e+02	5.433715644e-02	1.160053427e+00	-3.052982878e+01	3.554790609e-03	2.516352063e+01	-5.405065929e+01	9.705982349e-02	2.664352430e+01	-1.638390068e+02	3.599626394e+00	3.523270664e+00	3.448253524e+02	1.018593590e+00	9.067087859e-02	-4.109612055e+02	3.133515678e+00	1.338316511e+01	6.720497667e-04	1.137475331e+01	1.677919331e+00	2.090440045e+14	-4.303404981e+02

40	-4.104849788e+01	3.983429410e+00	8.271600174e+00	-3.195718464e+01	5.154697179e+00	1.101988959e+01	8.995816569e+01	4.166077146e+00	1.372613694e+01	-8.111855294e+01	3.532393605e+00	7.327856293e+00	-1.395569358e+01	4.462827182e+00	7.581834524e+00	6.151129066e+00	4.076318006e+00	9.213344790e+00	4.127156427e+01	3.548273899e+00	7.995697088e+00	4.641425548e+01	6.418738769e+00	1.163558999e+01	3.733801915e+01	5.604149202e+00	7.225912159e+00	-4.724793651e+01	4.182942735e+00	7.536453270e+00	-1.696946472e+01	5.141917556e+00	8.085954674e+00	-1.341137834e+01	4.171615298e+00	9.103816193e+00	-5.276533992e+01	4.990447545e+00	8.292601999e+00	4.498999019e+00	4.997315035e+00	7.370901252e+00	3.083456105e+01	5.919049795e+00	8.209556885e+00	-1.538932673e+01	6.912663649e+00	7.023855332e+00	-1.334813005e+01	4.869139713e+00	7.759272227e+00	3.727872632e+01	3.927342672e+00	1.071243032e+01	3.515602734e+01	2.432220889e+00	9.566476003e+00	7.181274300e+00	5.487481003e+00	1.204088346e+01	1.355440665e+00	3.618729608e+00	9.160660267e+00	-1.451577188e+00	5.860913971e+00	9.077837642e+00	-4.124293173e+01	4.657998140e+00	8.626418390e+00	-6.780098355e+01	4.764410255e+00	5.216781774e+00	4.682094600e+01	8.029577771e+00	7.532411239e+00	-4.994283738e+00	4.451566151e+00	1.109030794e+01	-5.145540938e+01	4.768518628e+00	9.618738014e+00	6.392846375e+01	5.455680577e+00	1.005036912e+01	3.763232913e+01	5.206550299e+00	8.622489166e+00	-5.040286155e+00	6.485958667e+00	9.911843864e+00	7.409134574e+00	8.461030011e+00	1.035072888e+00	-1.501728450e+04	-5.130978875e+02

41	-6.287257964e+01	3.296879722e+00	9.015689645e+00	-1.295125254e+01	4.690502770e+00	1.061827869e+01	7.347614219e+01	4.485155625e+00	1.202272479e+01	-5.970197130e+01	2.914302998e+00	9.104134543e+00	-3.215365003e+01	2.912480102e+00	7.103736251e+00	7.412062313e+01	3.681506619e+00	8.001320058e+00	1.116104493e+01	4.170690706e+00	7.967617828e+00	7.578507360e+01	6.203230159e+00	1.102189234e+01	2.107627618e+01	6.582390743e+00	8.011578020e+00	-4.841205142e+01	5.236859650e+00	6.838620718e+00	-9.743526881e+00	4.174052843e+00	6.771478223e+00	-9.294661324e+00	4.212205613e+00	8.834851488e+00	-5.755975272e+00	5.219639878e+00	8.108862854e+00	-2.357238139e+00	3.981474968e+00	8.562634274e+00	1.500977765e+01	5.867742843e+00	7.649835643e+00	-2.454367479e+01	4.606678670e+00	8.553937641e+00	-2.252454538e+01	6.074676345e+00	7.738478711e+00	7.264245492e+01	4.922391082e+00	6.981955423e+00	-1.572414305e+01	3.323173604e+00	8.169571097e+00	3.622516959e+00	6.032823702e+00	1.320356295e+01	-2.893732127e+01	3.823687387e+00	7.898765506e+00	4.742294749e+01	8.139300273e+00	7.394525005e+00	-2.653268466e+01	4.480324200e+00	8.200099699e+00	-5.139108614e+01	4.908111100e+00	5.576361117e+00	4.719475733e+01	8.198384208e+00	8.671238116e+00	-2.245229419e+01	5.584663707e+00	9.648218004e+00	-2.192627740e+01	5.567256505e+00	1.114347016e+01	-1.779629398e+01	6.527699379e+00	9.856762667e+00	1.948743910e+01	5.308259871e+00	8.951929396e+00	2.202187154e+01	7.367641694e+00	9.068506077e+00	7.433933043e+00	8.810080274e+00	1.191250149e+00	-1.426855278e+04	-5.131918724e+02

42	-3.459304284e+01	5.424000244e+00	7.884437538e+00	-1.379635810e+00	5.229670512e+00	1.006032050e+01	8.687831839e+01	4.286132439e+00	1.348334618e+01	-1.216638779e+01	2.948728937e+00	1.002126991e+01	-1.643926096e+01	3.825839663e+00	7.708386209e+00	6.559635480e+01	3.433804758e+00	6.641275838e+00	1.471096478e+01	4.348367245e+00	6.442128591e+00	5.379454104e+01	6.811706565e+00	1.065434837e+01	1.427886991e+01	6.992432279e+00	1.050136209e+01	-8.548139808e+01	5.323576547e+00	7.046609034e+00	2.303428332e+01	3.957968214e+00	7.446669743e+00	-1.391242140e+01	4.813885742e+00	9.899819606e+00	-1.233133573e+01	5.114811580e+00	9.036183870e+00	4.809963663e+00	5.572322966e+00	9.230781446e+00	1.800275229e+01	5.881324818e+00	6.368884619e+00	-2.296555985e+01	5.666182402e+00	8.639970592e+00	-3.828779685e+01	6.960679726e+00	8.217407378e+00	3.164169828e+01	4.530060926e+00	7.399240977e+00	4.001292514e+01	3.946260329e+00	8.373421059e+00	1.446316371e+01	3.968494864e+00	1.073419930e+01	-1.186225253e+01	3.617752968e+00	7.345921743e+00	5.319540521e+01	6.415851005e+00	8.176795534e+00	-4.908717863e+01	5.008958059e+00	7.995101567e+00	-8.649775249e+01	5.117238186e+00	7.152354075e+00	1.024225424e+02	8.569486412e+00	7.382570645e+00	-1.603539380e+01	5.400179274e+00	1.153823366e+01	-3.964924725e+01	4.624734586e+00	8.025470227e+00	4.881154727e+01	5.826884591e+00	8.569187583e+00	6.062034098e+00	5.398404302e+00	7.857763422e+00	-3.036732647e+01	5.941092616e+00	9.656369285e+00	9.491602583e+00	8.512259242e+00	1.023362771e+00	-1.348391812e+04	-5.138837324e+02

43	-4.792361421e+01	3.310492191e+00	9.462049806e+00	-1.106030563e+01	5.961975602e+00	9.306380870e+00	8.400718881e+01	4.383118881e+00	1.333536932e+01	-6.845219282e+01	3.777753678e+00	7.567405672e+00	-1.305844175e+01	3.475032529e+00	6.870435700e+00	8.016961542e+01	4.377765581e+00	8.230157521e+00	-2.021639197e+01	4.581769946e+00	7.498031912e+00	1.058125459e+02	6.617390126e+00	1.102487655e+01	4.911905402e+01	6.244525357e+00	1.001153838e+01	-6.472028444e+01	4.675784119e+00	7.822229011e+00	3.703798442e+00	4.018851398e+00	8.180264118e+00	-3.782778890e+01	3.625360064e+00	8.279392480e+00	-6.461415446e+01	4.974636271e+00	8.046098425e+00	2.041700880e+01	3.825985729e+00	8.158852021e+00	1.678564115e+01	5.233210356e+00	8.033022494e+00	-2.871917590e+01	4.659771794e+00	8.075706749e+00	-4.891909764e+01	6.443923029e+00	6.941386837e+00	-1.051376921e+01	4.834800116e+00	7.122878716e+00	-1.448682006e+01	2.394841896e+00	9.149416486e+00	-1.223798154e+01	4.962527169e+00	1.122632441e+01	7.711468865e+00	4.849208204e+00	8.761884258e+00	2.043200650e+01	6.348416638e+00	7.500316789e+00	-1.191277862e+01	5.424137446e+00	7.898080419e+00	-5.388335344e+01	4.249745969e+00	5.259139171e+00	1.020290599e+02	7.508938368e+00	7.358614179e+00	3.649403301e+01	4.087499598e+00	1.196294612e+01	-5.291517723e+01	4.721303784e+00	8.853210030e+00	5.986424869e+01	6.343005171e+00	9.266748003e+00	-3.489211895e+00	6.063003953e+00	8.124586859e+00	2.123915501e+01	6.411802456e+00	9.334767801e+00	8.027780634e+00	7.411385736e+00	1.097995830e+00	-2.047303146e+04	-5.121746281e+02

44	-4.028733829e+02	9.908292586e-03	1.058220562e+01	-4.312949114e+00	3.641393401e+00	7.633457429e+00	2.931695735e+02	2.037565409e+00	2.391810879e+00	-1.071926371e+02	4.831748341e-02	1.412801893e+00	-3.872645617e+02	7.020386259e-01	2.340583356e+00	2.319460597e+02	1.085690064e+01	1.117182927e+01	3.053973861e+02	1.499151214e-02	3.137000703e+01	1.579292679e+02	2.174397874e+00	2.681655869e+01	-6.662169025e+01	5.946419264e-01	6.607344289e+00	4.262122864e+02	1.415641201e+00	1.635665852e+00	1.646020755e+02	1.312220783e+01	1.418080057e-01	-6.321012701e+01	3.852243774e+00	1.721067284e+01	2.847379170e+02	1.167707285e+00	6.731094038e-01	7.051533574e+01	8.257247360e+00	6.343888429e+00	2.651261998e+01	2.069913606e+01	5.222751245e+00	-2.156820588e+02	1.536371983e+00	1.768189365e+01	1.280188955e+02	2.557945281e-01	1.134753747e+01	1.811735607e+02	6.912759430e-01	1.167411796e+01	1.630727323e+01	5.391031037e-01	6.253151735e+00	-4.258025290e+01	3.259966712e+01	2.383273387e+01	-3.651970006e+02	6.074149661e-01	4.726814294e+00	-7.922384121e+01	5.047602410e+00	4.189752539e+00	4.449563868e+02	1.736402770e-01	2.616743188e+00	3.471866015e+02	2.679906845e-01	1.700948752e+00	-4.597442200e+02	2.227832656e+00	8.580198096e+00	-1.125239088e+02	1.526216156e+01	5.401922756e+00	-2.965855534e+02	4.265845817e+00	3.805547302e+01	-2.728612800e+02	4.763687484e+00	5.048643115e+00	1.480703924e+02	1.588033268e+01	8.287045366e+00	4.448757204e+02	1.363601194e+01	1.000867401e+00	1.594532955e+00	4.022083141e+01	1.128144287e+00	1.758508850e+06	-4.650475922e+02

45	-1.246050264e+02	2.780347650e+00	8.282523293e+00	-1.692846272e+00	5.917463440e+00	9.393140103e+00	7.424788189e+01	4.170426632e+00	1.135365336e+01	-6.194422540e+01	3.668133247e+00	7.635298672e+00	-4.030943396e+01	3.899418757e+00	6.828939691e+00	1.058969222e+02	4.089620449e+00	8.310284865e+00	4.541638624e+01	3.883274607e+00	7.541936461e+00	9.306370947e+01	6.827243158e+00	1.010353908e+01	1.192341947e+01	6.589750657e+00	9.415093863e+00	-8.037565110e+01	4.718476577e+00	7.384158805e+00	-1.157968689e+01	3.576335346e+00	6.445163655e+00	4.962557088e+01	3.112721677e+00	1.304991309e+01	-5.846812773e+01	4.431922787e+00	7.164996217e+00	4.438557505e+01	3.324387487e+00	7.446966186e+00	1.339822577e+01	6.219358244e+00	6.865262702e+00	-5.634254102e+01	6.815920601e+00	8.827887906e+00	-1.446218366e+01	5.053939857e+00	8.302704289e+00	6.162958380e+01	6.446123954e+00	6.637101507e+00	2.818512145e+01	2.968621628e+00	8.437795721e+00	9.375923823e+01	5.472103914e+00	1.063374473e+01	-8.714978465e+00	3.352767104e+00	6.508577079e+00	-3.426491952e+01	6.019637751e+00	7.304953245e+00	4.946312475e+01	5.007187873e+00	6.734016892e+00	-6.252832911e+01	4.895939918e+00	5.391896259e+00	7.969555157e+01	7.782477727e+00	6.585683043e+00	-7.243509881e+01	5.065133637e+00	1.105116637e+01	-1.146774440e+01	8.461065005e+00	9.452409377e+00	6.849381822e+01	7.831438992e+00	7.521149300e+00	2.795894685e+01	5.232260336e+00	7.982874050e+00	-6.728530756e+01	6.639905286e+00	9.567732304e+00	5.585131070e+00	7.872225428e+00	1.185571679e+00	-4.992744325e+04	-5.112771351e+02

