walker	beta0	ell0	sigma_noise	sigma_gp	beta1	ell1	beta2	ell2	beta3	ell3	beta4	ell4	beta5	ell5	beta6	ell6	beta7	ell7	beta8	ell8	beta9	ell9	beta10	ell10	beta11	ell11	beta12	ell12	beta13	ell13	beta14	ell14	beta15	ell15	beta16	ell16	beta17	ell17	beta18	ell18	beta19	ell19	beta20	ell20	beta21	ell21	beta22	ell22	beta23	ell23	beta24	ell24	beta25	ell25	beta26	ell26	beta27	ell27	beta28	ell28	beta29	ell29	log_l	log_p

123	1.858524646e+00	1.111875021e+00	1.120639661e+00	2.997473006e+00	1.297570490e+00	3.204721761e+00	1.107804360e+00	2.219211538e+00	5.782071572e-01	2.850714246e+00	-1.082557940e+00	2.941872243e+00	-2.003673218e+00	2.150038295e+00	1.776451149e+00	7.735068307e-01	-7.721002937e-01	8.380027887e-01	7.293848206e-01	1.638834350e+00	1.342289507e+00	1.854133866e+00	4.551559277e-01	2.162148850e+00	-8.109118730e-01	1.272460034e+00	7.105277767e-01	2.288007579e+00	-1.064867706e+00	5.546640080e-01	7.253730356e-01	1.686295434e+00	-5.641299618e-01	2.521368193e+00	-1.465776345e+00	2.777253270e+00	1.636176267e+00	1.951674455e+00	-7.569784248e-01	1.418049914e+00	9.551730545e-02	1.235439773e-01	-2.946303682e-02	1.711312898e+00	-5.621897782e-01	2.294687185e+00	-2.534978088e-01	9.294499477e-01	2.508751108e-01	2.250931433e+00	-3.846567720e-01	4.207342152e-01	-1.029410087e+00	1.076205708e+00	2.528334851e-01	9.027878825e-01	1.226638488e-01	1.015414658e+00	6.566489837e-02	1.879245915e+00	-1.144129047e+00	1.107482973e+00	-6.292349780e+02	-1.021483059e+02

124	-3.577329638e-01	5.836184085e-01	7.601758262e-01	2.264723216e+00	1.689065984e+00	1.750357041e+00	-1.032007814e+00	1.984321357e+00	5.780428035e-01	1.148987536e+00	8.137158506e-01	3.119811072e+00	9.593474026e-01	2.030276443e+00	7.238946796e-01	1.964012557e+00	-2.332438565e-01	9.345808473e-01	1.641039238e+00	2.030516410e+00	1.077311024e+00	1.418737818e+00	-4.216049909e-03	7.340707098e-01	1.905639593e-01	2.485290144e+00	1.344104920e+00	2.748235208e+00	1.081230206e-01	7.903815073e-01	4.438990312e-01	2.504268360e+00	-5.548813399e-01	2.051219971e+00	1.032570880e-01	2.208176592e+00	4.028986655e-01	2.574559772e+00	-1.266256702e+00	3.609056947e-01	2.988342674e-01	1.213325495e+00	-2.635909483e-01	1.255212288e+00	-6.033252208e-01	3.507180486e+00	-9.271683762e-01	2.202620263e+00	1.135810518e+00	1.212431519e+00	-2.673957334e-01	1.780425031e+00	-1.478562415e-01	2.652202458e+00	-1.199035898e+00	1.068799589e+00	-5.711434026e-02	1.846118485e+00	-2.662519941e-01	4.248258653e-01	1.155431650e+00	1.704833575e+00	-6.377204785e+02	-1.013072774e+02

125	9.731965037e-01	2.754950471e+00	1.192321900e+00	2.362227002e+00	-3.841097402e-01	1.102567759e+00	-2.921424266e-01	1.628916941e+00	1.678862946e+00	1.834676368e+00	4.310927752e-01	2.474845185e+00	-3.075812505e-01	1.041965426e+00	-3.765360804e-01	1.118650233e+00	-3.332043035e-02	1.169641499e+00	-1.168787655e-01	2.012767041e+00	-2.705059703e-01	7.993154089e-01	7.729885451e-01	2.847410106e+00	-3.101304454e-01	1.608868611e+00	-2.970892282e-01	1.761883825e+00	-1.411486911e-02	1.692207053e+00	-1.154923679e-01	1.663327354e+00	-4.228241692e-01	1.578525476e+00	9.278557559e-02	2.019951562e+00	-6.852481480e-01	1.438827591e+00	2.593667292e-02	1.071575984e+00	1.659721341e+00	1.432007372e+00	-9.328736772e-01	1.000123101e+00	2.417661564e-01	1.863023975e+00	-5.850186205e-01	1.086090194e+00	9.633918016e-01	1.638411172e+00	8.962099665e-01	1.150978010e+00	5.101258162e-01	1.278860418e+00	1.300279893e+00	1.313596829e+00	-3.226020813e-01	1.419234225e+00	-4.844069934e-01	3.013553635e+00	-8.156175917e-01	2.168995875e+00	-6.847094133e+02	-9.854094259e+01

126	4.989804046e-01	1.008812803e+00	9.252068236e-01	1.740245629e+00	-6.228914131e-03	1.916060742e+00	1.081153217e-01	1.422330595e+00	1.838348604e-01	9.674189111e-01	8.355224282e-01	1.813743732e+00	-5.794810151e-01	3.577654250e+00	-1.059572942e+00	8.968827661e-01	-5.799719655e-01	1.184998623e+00	-2.605909116e-01	1.784370491e+00	3.026553134e-01	1.600468557e+00	1.172080098e-01	1.277337818e+00	-1.588131936e-02	1.786307160e+00	-4.546207115e-01	1.361682860e+00	3.436897226e-01	1.652032280e+00	4.465043210e-01	1.829547083e+00	1.397853505e-01	2.054762528e+00	-1.448932765e+00	2.052256610e+00	1.695511722e+00	1.495435244e+00	-1.356650913e+00	2.236225276e+00	-2.918798134e-01	1.669192706e+00	5.545717213e-01	1.695237600e+00	-6.964330447e-01	2.855806715e+00	9.965754144e-01	1.785816764e+00	2.126267541e-01	1.013132135e+00	-3.312313394e-01	1.559503105e+00	2.463650733e-01	1.376578748e+00	-5.610988926e-01	1.376116548e+00	1.578587212e-01	1.104354104e+00	7.127340094e-01	1.244469876e+00	-4.677156324e-01	1.945570668e+00	-6.863004882e+02	-9.815893406e+01

127	-1.143265496e+00	8.442075439e-01	8.963342627e-01	1.680355859e+00	-2.216283557e-01	1.616964025e+00	1.036821051e+00	1.352317491e+00	7.095960723e-01	1.361137497e+00	4.868225360e-01	3.223813846e+00	1.272977174e-01	2.524825003e+00	-7.657686360e-01	1.272866025e+00	4.047074451e-01	9.658409710e-01	5.892802113e-01	1.575901634e+00	8.038498514e-01	1.651309237e+00	-2.039280895e-01	1.128465719e+00	4.377700421e-01	1.222093229e+00	-7.605475451e-01	1.540657001e+00	5.198103026e-01	7.716755348e+00	4.146660798e-01	2.438579809e+00	8.866152705e-02	1.549842074e+00	-4.568519117e-01	9.648739456e-01	1.175081020e+00	8.081461702e-01	-6.803100149e-01	2.723492549e+00	5.665576358e-01	1.938352891e+00	-4.563073426e-01	1.116536862e+00	5.646969631e-01	2.782097159e+00	8.976296055e-01	1.591034224e+00	2.723922130e-01	1.184119700e+00	3.003630428e-02	1.392314020e+00	7.637642786e-01	1.090758031e+00	-3.163865321e-01	1.635971350e+00	5.290317055e-02	1.308913165e+00	7.882382213e-01	2.011036119e+00	-3.414955603e-01	1.465550990e+00	-6.463374493e+02	-9.971982386e+01

128	2.356309971e-01	1.193941561e+00	1.195108489e+00	2.390653678e+00	9.237654463e-01	2.514987984e+00	-1.019116571e+00	2.018437296e+00	-5.266566111e-01	1.610251667e+00	-3.286821593e-01	1.955822269e+00	1.331264285e+00	1.819459128e+00	-3.003109563e-01	1.929395995e+00	-2.473660571e-01	1.301482991e+00	6.817546259e-01	2.044902191e+00	4.368781744e-01	1.375593504e+00	-5.344466745e-01	6.492736174e-01	3.662250756e-01	1.510894421e+00	-4.572714024e-01	1.802940353e+00	6.726084704e-01	2.393802760e+00	-3.154893474e-01	1.544569898e+00	-3.080548157e-01	1.718585417e+00	-5.945178935e-01	1.384090638e+00	-3.519194730e-01	1.515913989e+00	-3.127157627e-01	8.893995470e-01	4.336836925e-01	2.802797797e+00	-6.539561384e-01	1.077328202e+00	-5.839517941e-02	3.518017125e+00	2.411419495e-01	1.393022001e+00	2.865620953e-01	2.168620685e+00	1.517680203e-02	1.388680623e+00	3.336312095e-01	1.680978525e+00	-4.665060323e-02	1.561183861e+00	3.939230053e-01	1.484600985e+00	-1.617587494e+00	4.845486441e-01	6.811764167e-01	1.640113506e+00	-6.842888604e+02	-9.935949239e+01

129	-1.468638792e-01	1.865191689e+00	9.858867860e-01	3.297544290e+00	-3.254914805e-01	3.350344697e+00	-2.551675083e-01	1.183785064e+00	9.981198588e-01	2.283112120e+00	-1.713926025e-01	1.024880166e+00	-9.393722520e-01	2.549030300e-01	-3.982062739e-01	1.950524935e+00	1.345608778e+00	1.516144832e+00	8.943637310e-01	1.295742882e+00	7.390629845e-02	1.708641472e+00	-4.542041598e-02	4.044622261e+00	-1.237360141e-01	1.212449408e+00	-1.547808681e+00	2.468664053e+00	-3.087745855e-01	1.375696977e+00	-3.070195520e-01	2.644378352e+00	-1.989396325e+00	1.104884409e+00	3.476110874e-01	1.551374678e+00	2.388985886e+00	1.884753176e+00	1.054537235e+00	1.274027020e+00	-8.648563576e-01	1.299828180e+00	-1.297115069e-01	1.158064510e+00	2.048659653e-02	8.725263554e-01	-1.042837945e+00	1.067604218e+00	7.034123078e-01	1.937949359e+00	3.668270568e-01	1.634994666e+00	2.567750758e-01	2.623896869e+00	9.613891325e-01	1.074318372e+00	4.970406804e-01	1.473723927e+00	5.958733616e-01	2.446613005e+00	7.837179956e-02	1.528384663e+00	-6.499298807e+02	-1.016538749e+02

130	1.033014482e+00	8.918550445e-01	1.128097471e+00	1.854835246e+00	-2.721578595e+00	1.189086714e+00	-1.598750824e+00	1.517416075e+00	-2.412766700e-01	9.724900609e-01	-1.966803250e+00	9.594946826e-01	8.646461892e-02	6.968132476e-01	8.742480558e-01	1.132160349e+00	3.125185884e-01	4.037072851e+00	-1.041672371e+00	9.502907056e-01	2.727887354e-03	3.186880060e+00	-1.251614706e+00	1.870913197e+00	1.111733469e-01	9.165858294e-01	7.209596113e-02	3.925114056e-02	1.207892959e-02	2.600036590e+00	-2.838299925e-01	2.336897089e+00	1.529595411e-01	7.992525666e-01	-6.659025326e-01	1.699478214e+00	9.928312116e-01	1.889162633e+00	1.489314819e+00	2.805837752e+00	-1.083865509e+00	8.871892402e-01	8.772096523e-01	1.685588751e+00	6.931058931e-01	1.448673217e+00	-1.220279056e+00	1.604529728e+00	-7.106657581e-02	9.858576260e-01	7.441097355e-01	1.656698261e+00	-1.148899111e+00	2.654049123e+00	2.224701921e+00	1.123854638e+00	-4.101293244e-01	1.373629395e+00	2.244855081e+00	3.072042215e+00	-1.503244375e+00	3.005545623e+00	-4.010001030e+02	-1.040929368e+02

131	7.834395751e-01	1.595677919e+00	1.219267622e+00	1.734049387e+00	6.709341871e-01	1.603010736e+00	-1.131563292e+00	1.160465370e+00	8.726631789e-02	1.258615552e+00	2.107005469e-01	1.757056344e+00	4.580457108e-01	3.030094976e+00	4.683727762e-01	1.098996083e+00	-4.631311273e-02	1.489153339e+00	-6.486891229e-01	1.312639766e+00	1.267005364e-01	1.831017904e+00	2.801133393e-01	1.400242324e+00	-5.681145761e-01	1.327943559e+00	-2.606488938e-01	1.524161686e+00	6.641420475e-02	1.803439367e+00	3.182174246e-01	9.050780573e-01	8.804185354e-02	1.667626845e+00	-2.829729136e-01	2.437326697e+00	3.058867256e-02	1.588632229e+00	8.985349850e-02	1.247620022e+00	-9.890324510e-02	2.110441711e+00	-2.264084510e-02	1.798276525e+00	2.377133717e-01	1.355876797e+00	-4.778649302e-01	1.354756689e+00	6.778878028e-01	3.134998342e+00	-3.901008621e-01	1.967710547e+00	-5.831513528e-01	1.670838487e+00	1.999105528e-01	1.349813872e+00	-1.134821195e-01	1.366284253e+00	3.550350848e-01	2.101100759e+00	1.166707567e-01	1.391837442e+00	-6.826972000e+02	-9.763802722e+01

132	1.096877123e+00	1.561945624e+00	1.059947636e+00	1.993038487e+00	9.904291479e-01	2.082881083e+00	-2.943834736e-01	1.612994567e+00	-7.401739074e-01	1.787597182e+00	2.786147122e-01	1.091422558e+00	-3.289014485e-01	2.391461238e+00	-1.301384211e-01	1.623777556e+00	-8.880709509e-01	1.401661798e+00	1.429165163e-01	1.547765724e+00	1.723426217e+00	3.095864080e+00	5.999686777e-02	1.068176831e+00	-3.424799408e-01	1.261105508e+00	-1.827547292e-01	2.063759917e+00	-3.355228407e-01	7.562719970e-01	-5.097229801e-02	1.767125245e+00	-3.651733930e-01	1.678717982e+00	3.867590341e-01	1.484452954e+00	1.024667416e-02	1.215170821e+00	3.704815879e-01	1.828453658e+00	-2.224643617e-01	1.166839058e+00	6.644633194e-01	1.576237386e+00	-4.590341169e-01	2.411359508e+00	6.017451767e-01	3.474251105e+00	4.958846361e-01	1.610411971e+00	-1.604282508e-01	3.195354534e+00	-1.956888020e-01	1.556185579e+00	1.758655498e+00	1.776224321e+00	-1.337931846e-01	1.853112227e+00	4.230306930e-01	1.357073920e+00	-7.931284461e-01	9.728646131e-01	-6.519507404e+02	-1.006661687e+02

133	2.660762938e-01	1.916195962e+00	1.088958525e+00	1.751938297e+00	-2.964172191e-01	1.861723709e+00	8.728599614e-01	1.711651682e+00	-7.594367117e-02	1.276239374e+00	5.967272958e-01	1.771713940e+00	1.340423166e-01	1.476855231e+00	-5.198156680e-01	1.683181040e+00	1.616749573e-01	1.388205195e+00	3.946022162e-01	2.194045596e+00	6.754987987e-01	1.095041915e+00	-1.659934684e-01	1.016038978e+00	4.211840597e-01	1.194540992e+00	-1.924182081e-02	1.826868331e+00	-9.595620019e-02	2.674065755e+00	-4.269638921e-02	1.478849098e+00	5.638273940e-01	1.866430634e+00	3.017008931e-01	1.406255017e+00	1.031181685e-01	1.251295196e+00	7.089377792e-01	8.280965097e-01	6.906365073e-01	1.149818729e+00	-3.781337350e-01	1.398101994e+00	-4.257191258e-01	2.611950437e+00	4.334789943e-01	1.388839326e+00	2.578724874e-01	1.702431254e+00	7.350280220e-01	1.497560793e+00	7.082550883e-01	1.910069716e+00	1.802048000e-01	1.346807042e+00	-2.779009844e-01	1.650561793e+00	-6.994646917e-01	9.724678758e-01	8.356680537e-01	1.388214620e+00	-6.463728902e+02	-9.538671384e+01

134	1.335732555e-01	2.690184641e+00	8.823902863e-01	2.282801797e+00	7.872129393e-01	1.420197638e+00	-2.043861595e-01	2.343665548e+00	-7.664972432e-01	1.708851756e+00	2.802457897e-01	1.542074247e+00	-9.340362211e-02	2.105904089e+00	-9.443653923e-02	1.344379193e+00	6.600312016e-01	1.516620363e+00	-6.548629455e-03	1.735233924e+00	1.936549019e-01	1.405103206e+00	-1.002756341e+00	1.146943702e+00	2.060637505e-03	1.017263413e+00	-2.426845845e-01	2.738272841e+00	3.000381952e-01	1.472556631e+00	-1.413681821e-01	1.946258679e+00	-3.517727659e-01	1.339980012e+00	4.199448829e-01	1.333799122e+00	8.618639438e-01	1.274796529e+00	-6.156943518e-01	1.642688547e+00	8.562097819e-01	2.074356222e+00	-1.048466351e-02	1.459087575e+00	-2.686004631e-01	2.330495886e+00	1.159761106e+00	1.610265321e+00	-3.548268028e-01	1.565291774e+00	2.879881565e-02	1.582738965e+00	7.688692024e-01	1.187730270e+00	2.338472600e-01	1.283677248e+00	5.353809046e-01	1.664794426e+00	-1.973010703e-01	1.207843337e+00	-8.814017124e-01	8.301986096e-01	-6.510393366e+02	-9.723480721e+01

135	-2.462021270e-01	1.502461334e+00	1.431194670e+00	1.763688426e+00	-1.957911018e-01	1.025566414e+00	3.000053847e-02	2.228228130e+00	5.854908099e-01	1.974510711e+00	6.660107829e-01	2.641657366e+00	1.620484715e-01	1.572992683e+00	-1.603637647e-01	9.492750399e-01	1.316145073e-01	1.592422832e+00	6.897857613e-02	1.781452133e+00	5.190642647e-01	1.105093626e+00	5.439152617e-01	1.532808377e+00	2.370000376e-01	1.770996956e+00	5.632749724e-01	9.283441151e-01	9.770454536e-01	2.852595694e+00	-7.137965422e-01	1.991035288e+00	1.734886243e-01	3.041842376e+00	-9.656292792e-02	3.001170701e+00	5.675528995e-01	1.816441958e+00	4.279460880e-01	1.306409569e+00	2.688794552e-01	1.981157821e+00	4.253026390e-01	2.074892919e+00	-9.330094957e-01	1.276626446e+00	4.397866961e-01	2.330792460e+00	-9.396367778e-02	1.134523778e+00	3.112433374e-02	1.785089328e+00	-9.774592131e-02	1.257089320e+00	-3.931872690e-01	1.288790338e+00	-1.455365493e-02	2.242378695e+00	2.462786705e-01	1.711392251e+00	1.033803899e+00	1.530168067e+00	-6.794812496e+02	-1.010185498e+02

136	6.886151040e-01	7.080081018e-01	1.263493547e+00	1.547713787e+00	1.236190237e-01	1.598798884e+00	-2.099167102e-01	6.561301545e-01	3.311392029e-01	1.725345386e+00	-9.539621819e-01	1.761294974e+00	-5.582625912e-01	8.699154483e-01	1.479836796e-01	1.030090193e+00	7.469509507e-01	1.516604622e+00	-3.204614749e-01	1.309618754e+00	1.017421444e+00	1.026760293e+00	1.746671136e-01	2.342088994e+00	7.572507742e-02	1.228024578e+00	5.854530456e-01	6.767033434e-01	5.167427590e-01	1.499646169e+00	-2.989246348e-01	1.328985605e+00	2.899153934e-01	1.029217825e+00	-3.467311623e-02	2.202100259e+00	5.164136211e-01	1.111968467e+00	7.277854815e-01	7.180329387e-01	-9.096027013e-02	1.122519843e+00	-3.160730184e-01	8.124566679e-01	4.754691302e-01	1.386758464e+00	-4.620274118e-02	1.075508796e+00	-5.820542882e-01	2.318505539e+00	3.518766501e-01	1.694280820e+00	-2.192375657e-01	1.608183787e+00	4.459016505e-01	2.277223641e+00	5.530021452e-01	1.562412437e+00	4.513205788e-01	1.668019426e+00	7.295367300e-01	1.252492216e+00	-6.691991447e+02	-8.993520058e+01

137	6.360128779e-01	2.938371944e+00	1.111170023e+00	2.548504072e+00	4.759570930e-01	1.916681464e+00	2.678327607e-01	2.137135888e+00	-7.168400121e-01	3.013360983e+00	8.193736066e-01	1.385322207e+00	1.622330097e+00	6.955055274e-01	8.017133270e-01	3.991971921e-01	2.156916283e-01	1.805745416e+00	-2.406939736e+00	1.264684832e+00	9.795691410e-01	1.170133398e+00	2.341059646e-01	2.233672002e+00	-8.753702277e-01	1.590333935e+00	-1.303515183e+00	1.302164950e+00	9.756423780e-01	1.838285101e+00	-3.402163280e-01	1.347061454e+00	-1.257221731e+00	2.598811021e+00	7.008329181e-01	2.118381885e+00	1.080823663e+00	1.335912574e+00	4.565692185e-01	1.064521081e+00	-1.983997566e-01	1.273834285e+00	6.937882266e-01	1.510781567e+00	-1.182891855e-01	2.283857695e+00	-7.962537759e-01	1.588568232e+00	-1.015361416e+00	9.693383670e-01	-5.207265874e-01	3.612156953e+00	-7.986211638e-01	3.203502219e+00	6.489593343e-01	1.606944866e+00	-5.837132218e-01	2.094876326e+00	1.308582221e+00	4.029628695e+00	5.694041082e-01	2.285024094e+00	-6.690964620e+02	-1.059604799e+02

138	1.881314465e-01	1.555091372e+00	1.153212107e+00	1.640744887e+00	4.655572694e-01	2.326204803e+00	-1.339590962e+00	1.500748490e+00	2.989341044e-01	1.420837433e+00	-9.943802684e-01	1.693586110e+00	-3.122044807e-01	8.149734010e-01	7.840742945e-01	1.369637221e+00	1.121526274e+00	1.113175829e+00	5.907119614e-01	1.715238147e+00	1.143516251e+00	1.358677595e+00	6.822391869e-01	1.087469541e+00	-1.367594330e-02	1.082860521e+00	1.176060502e-01	1.742385817e+00	-8.730657079e-01	2.070699533e+00	-8.909608744e-01	1.705671212e+00	-2.270731391e-01	1.670727433e+00	3.917219822e-01	1.470127318e+00	3.048764779e-01	1.330152310e+00	7.333913346e-02	1.021404141e+00	7.116557861e-01	1.115972794e+00	-3.065242408e-01	1.684076134e+00	9.781799415e-03	1.805182989e+00	-5.122356973e-01	1.659539280e+00	-1.303558723e-01	1.315792588e+00	9.256468634e-01	1.188656253e+00	-5.676056855e-01	1.401512381e+00	7.054768762e-01	1.251364275e+00	-3.292630493e-01	1.499283463e+00	2.420909188e-01	1.403169315e+00	2.629875408e-01	2.221101026e+00	-6.693217463e+02	-9.397971267e+01

139	3.489599804e-01	8.152477684e-01	6.800559493e-01	2.804160951e+00	1.346011533e-03	2.074839279e+00	-7.130011005e-01	3.693199766e-01	1.920730327e+00	1.581936744e+00	-1.189695453e+00	1.390971817e+00	-1.628026951e-01	1.683810977e+00	-5.844544440e-01	8.135226601e-01	1.608317306e+00	1.720744583e+00	-1.043244478e+00	9.196399095e-01	2.086853620e-01	2.221214302e+00	4.573469761e-01	1.613624299e+00	-2.145558262e-01	1.081280796e+00	1.012941526e+00	8.249756606e-01	6.834970056e-01	1.196321341e+00	9.533538346e-02	2.197629142e+00	6.894467150e-01	7.906644420e-01	4.924400412e-01	6.769521768e-01	8.700073531e-01	1.704756963e+00	3.448554811e-01	1.100660787e+00	-1.968128751e-01	8.317789799e-01	-5.409834552e-02	7.384852812e-01	1.202070591e-01	8.487524770e-01	-1.124844899e+00	9.501553050e-01	-1.092913130e-01	2.651452100e+00	-3.607916432e-03	1.655870041e+00	-1.174733589e+00	2.505523918e+00	-1.836126714e-01	1.442945155e+00	2.142458963e-01	7.880500574e-01	1.145202269e-01	4.371764553e+00	7.124421693e-01	1.748010590e+00	-6.886847004e+02	-9.288707569e+01

140	7.333556831e-01	9.377080675e-01	9.183174337e-01	2.261589153e+00	5.922108018e-01	2.319140300e+00	-5.048511114e-01	1.603053858e+00	2.563134758e-02	2.841180885e+00	-6.266421996e-01	1.712999193e+00	3.055583332e-01	1.331223554e+00	-6.946204308e-01	1.479617823e+00	6.808812221e-01	1.553555223e+00	1.213671288e+00	1.845048086e+00	8.190478350e-01	2.685984457e+00	3.749633881e-02	1.264291081e+00	6.747540209e-01	7.262532432e-01	-4.126947812e-02	1.877917583e+00	-5.987109175e-01	1.250758811e+00	2.193972551e-01	1.389269041e+00	-1.315558761e+00	1.126971709e+00	1.274590620e+00	1.542192806e+00	7.053672980e-01	2.128505155e+00	6.478127734e-02	1.389392293e+00	-6.573279394e-02	1.453855542e+00	-3.636740447e-01	1.478681211e+00	-7.486996480e-01	2.555148758e+00	4.958553421e-01	3.744746844e+00	4.851124848e-01	1.721568444e+00	5.463125038e-01	1.142728367e+00	5.043715083e-01	1.860471235e+00	4.265665263e-02	1.411282931e+00	3.997844559e-01	9.228660656e-01	4.123563774e-01	8.525077117e-01	3.497289040e-01	9.348586479e-01	-6.620668531e+02	-9.766199965e+01

141	-6.965611978e-01	1.335202613e+00	1.116106897e+00	2.934289550e+00	-4.153049305e-01	1.379705519e+00	-1.085256764e+00	2.645532488e+00	6.659667166e-01	1.127119758e+00	1.751861915e+00	2.085369233e+00	1.420473271e-01	1.157258571e+00	4.732846982e-01	6.621888672e-01	-3.562208607e-01	2.260044999e+00	-4.792265692e-01	2.074486242e+00	8.011531764e-01	5.874283631e-01	4.102816812e-01	1.393204851e+00	-6.340224978e-01	2.859836506e+00	1.116952848e+00	1.449592892e+00	6.524515694e-01	2.948488002e+00	-1.927742821e+00	9.186897543e-01	-5.966723490e-01	2.008738677e+00	-4.555246302e-01	1.888456468e+00	4.867328660e-01	1.987342795e+00	4.103609482e-01	1.429975056e+00	7.735093267e-01	2.921090804e+00	5.981420919e-01	2.617531021e+00	2.947894948e-01	1.442633032e+00	4.806602878e-01	3.967120309e+00	-2.665248676e-02	1.341045377e+00	8.140244948e-02	2.718576978e+00	9.968180453e-01	1.202205715e+00	2.492446728e-01	9.550108617e-01	1.946570851e+00	2.498591727e+00	-1.197594238e-02	1.891525905e+00	2.964059295e-01	1.280037484e+00	-6.710492450e+02	-1.042880227e+02

142	6.484591567e-01	2.040742583e+00	1.106879595e+00	1.801831725e+00	1.101837520e-01	1.723040569e+00	6.602493800e-01	1.707581147e+00	1.332423090e-01	1.733765887e+00	-5.679105067e-01	1.959945758e+00	2.610860859e-01	1.793131414e+00	-2.830698372e-01	1.161499108e+00	-5.107594086e-01	1.529687592e+00	2.947292931e-01	1.651032708e+00	1.776463989e-01	1.882950361e+00	3.364730147e-01	1.115151693e+00	6.840095940e-02	1.461518580e+00	4.300670855e-02	2.008560750e+00	8.862511110e-02	1.466976552e+00	-5.356380878e-01	1.273594507e+00	-4.278090355e-03	1.895829505e+00	9.745985614e-02	1.316760224e+00	-4.732195574e-02	1.804340149e+00	-2.457456880e-01	1.286738219e+00	7.775418370e-01	2.816997170e+00	-9.157343344e-02	1.220646321e+00	-5.396546140e-01	2.358502200e+00	-1.371964876e-01	1.341849344e+00	-5.478601845e-02	1.797092741e+00	2.272992061e-01	1.515669633e+00	1.029961449e-01	2.364206867e+00	-4.191053384e-03	1.589596934e+00	5.590063357e-03	2.343147794e+00	8.481661369e-02	1.281462273e+00	-6.802019621e-01	1.776547520e+00	-6.647208042e+02	-9.901696525e+01

143	4.518573403e-01	3.101406663e+00	1.789701222e-01	4.881389458e+00	1.390811305e+00	7.630431242e-01	2.407386392e+00	2.866928374e+00	-1.465937489e+00	1.644549200e+00	7.182923958e-01	1.022763026e+00	3.996760323e+00	1.408061946e+00	5.530630163e-01	1.738344746e+00	2.654546182e+00	2.455266515e+00	2.045519086e+00	7.267643311e-01	-7.542390134e-01	8.708035759e-01	-1.891824926e+00	6.421343111e-01	1.148586720e+00	6.109479986e-01	-1.465655808e+00	2.601196444e+00	9.523060293e-01	8.217839244e-02	-3.671191455e-01	1.620323115e+00	-2.776553204e-01	5.073593821e-01	1.598867198e+00	1.367815410e+00	-2.063832503e+00	1.031440238e-01	-3.569751892e-01	1.338634465e+00	3.445738124e+00	5.095374502e+00	-9.619742167e-01	5.934317434e-01	-3.727056597e+00	3.372355378e-01	-3.147885068e-01	9.024494896e-01	-2.593468815e+00	3.131165718e+00	-1.749428658e+00	1.507561296e+00	-1.715693695e+00	3.925187620e-01	5.419714453e-01	6.231593617e-01	1.760666073e-01	2.227059978e+00	-7.432203816e-01	1.905166299e+00	-2.844601051e+00	3.431093872e-01	3.573532087e+04	-1.063113927e+02

144	-2.889157534e-01	1.305137682e+00	1.031148074e+00	2.025847283e+00	1.249446158e+00	2.110031585e+00	-4.180579154e-01	2.330766789e+00	-4.606418718e-01	1.138206078e+00	-4.666821313e-01	1.335227746e+00	-1.006504043e+00	1.484285178e+00	-1.430742368e-01	1.433423120e+00	-5.606423687e-01	1.232702571e+00	9.028579321e-02	1.356105783e+00	1.904059520e-02	8.322192073e-01	-1.127149459e-01	1.258886642e+00	4.961041317e-01	8.434513240e-01	2.770667180e-01	2.599896193e+00	2.813335838e-01	2.252988949e+00	-9.695840361e-01	2.470268149e+00	-3.367994356e-01	7.238199678e-01	1.427297072e+00	1.752575625e+00	6.511473100e-01	1.478804942e+00	5.566345637e-01	1.101178404e+00	4.327092556e-01	8.779814866e-01	-1.364894266e-01	1.704448030e+00	8.520589717e-02	3.349932597e+00	-1.881758462e-01	2.760875956e+00	7.110489212e-01	1.176255834e+00	9.890189978e-01	1.307862732e+00	5.374757401e-01	1.488577456e+00	-8.729102692e-01	1.190529672e+00	3.904188585e-01	1.468869319e+00	-2.870217429e-01	2.077352912e+00	1.254685826e+00	9.135759146e-01	-6.636558792e+02	-9.614910308e+01

145	6.437149223e-01	3.353678481e+00	6.888948003e-01	2.319051901e+00	6.442918286e-01	1.391402361e+00	1.257816602e-03	1.769233303e+00	1.579646092e+00	1.458784608e+00	4.526024884e-01	1.543321901e+00	6.761752169e-01	2.051227202e+00	-4.295303781e-02	1.292688291e+00	-1.371683360e-01	1.651565961e+00	-1.083454936e+00	1.262880620e+00	-8.864773033e-01	1.753626956e+00	1.793095617e-01	1.706127049e+00	-2.817960221e-01	1.238773412e+00	-1.247293751e+00	2.304759203e+00	6.614683980e-01	9.539662387e-01	8.696483839e-03	1.663590873e+00	-6.026129385e-01	9.669643269e-01	-4.672526938e-03	3.186963802e+00	1.254602930e+00	1.186804395e+00	2.869599896e-01	1.679111556e+00	1.690253986e+00	1.696965434e+00	1.489006358e-01	9.709295764e-01	-4.282838077e-01	1.401127005e+00	-4.946149700e-01	8.860389490e-01	1.035266686e+00	1.057647962e+00	9.928430252e-01	1.505372151e+00	-1.062010971e-01	1.862189583e+00	7.095406875e-01	1.440136653e+00	-6.097808291e-01	2.270666539e+00	-5.019238591e-02	1.439516623e+00	-2.329041543e-02	2.152062165e+00	-6.604990872e+02	-9.830485845e+01

